                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    472,                 0.2777,                0.21138,                0.90111,                0.97056,                 0.9547,                0.98119,                 0.8907,                 0.4777,                0.28741,                  1.075,             0.00011569,             0.00011569,             0.00011569
                    473,                0.28072,                0.21467,                0.90365,                0.96257,                0.96283,                0.98199,                0.89398,                0.48068,                0.28639,                 1.0783,             0.00011239,             0.00011239,             0.00011239
                    474,                0.29295,                0.23184,                0.91106,                 0.9631,                 0.9605,                 0.9817,                0.89512,                0.47436,                0.28851,                 1.0706,             0.00010909,             0.00010909,             0.00010909
                    475,                0.29295,                0.22138,                0.91007,                0.96773,                0.95926,                0.98188,                0.89347,                0.47748,                0.28282,                 1.0758,             0.00010579,             0.00010579,             0.00010579
                    476,                0.28224,                0.20978,                0.90331,                0.97547,                 0.9563,                 0.9824,                0.89517,                0.47455,                0.28927,                  1.069,             0.00010249,             0.00010249,             0.00010249
                    477,                0.29048,                0.22299,                0.91708,                 0.9758,                0.94997,                  0.983,                 0.8966,                 0.4754,                0.28493,                 1.0713,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    478,                0.28515,                0.21326,                0.90718,                 0.9716,                0.95582,                0.98269,                 0.8966,                0.47653,                0.28912,                 1.0707,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    479,                0.27836,                0.21359,                0.89623,                0.96124,                0.96313,                 0.9822,                0.89335,                0.48105,                0.29122,                 1.0739,             9.2585e-05,             9.2585e-05,             9.2585e-05
                    480,                0.30316,                0.22888,                0.92259,                0.96666,                0.95435,                 0.9826,                0.89488,                0.48424,                0.29168,                 1.0809,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    481,                0.26936,                0.20298,                0.89758,                0.96649,                0.95827,                 0.9796,                0.89643,                0.48208,                0.28827,                 1.0793,             8.5984e-05,             8.5984e-05,             8.5984e-05
                    482,                0.28202,                0.21508,                0.90657,                0.96509,                0.95854,                0.98189,                0.89587,                0.48342,                0.29289,                 1.0812,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    483,                0.27571,                0.20757,                0.90236,                0.96614,                0.95306,                0.98201,                0.89784,                0.48812,                0.29472,                 1.0851,             7.9383e-05,             7.9383e-05,             7.9383e-05
                    484,                0.28832,                0.21681,                0.91236,                0.97359,                0.94819,                0.97988,                0.89707,                  0.487,                 0.2941,                 1.0845,             7.6082e-05,             7.6082e-05,             7.6082e-05
                    485,                0.27358,                0.21117,                0.90077,                0.96128,                0.95396,                0.98018,                0.89596,                0.48258,                0.29374,                 1.0782,             7.2781e-05,             7.2781e-05,             7.2781e-05
                    486,                0.28259,                0.21434,                0.90814,                0.96222,                0.95854,                0.98512,                0.89899,                0.47932,                0.29028,                 1.0733,             6.9481e-05,             6.9481e-05,             6.9481e-05
                    487,                0.28427,                0.21908,                0.91022,                0.96563,                0.96254,                0.98589,                0.89945,                0.47964,                0.29153,                  1.076,              6.618e-05,              6.618e-05,              6.618e-05
                    488,                0.28928,                0.22554,                0.90294,                0.96551,                0.96247,                0.98555,                 0.8985,                0.48254,                0.29285,                 1.0777,             6.2879e-05,             6.2879e-05,             6.2879e-05
                    489,                0.26618,                0.20298,                0.90372,                0.96602,                0.95794,                0.98488,                0.89807,                0.48469,                0.29787,                 1.0793,             5.9579e-05,             5.9579e-05,             5.9579e-05
                    490,                0.29025,                0.22152,                0.90623,                0.96575,                0.95778,                0.98338,                0.89703,                0.48348,                 0.3025,                 1.0768,             5.6278e-05,             5.6278e-05,             5.6278e-05
                    491,                0.16883,                0.14486,                0.84494,                0.95836,                0.96313,                0.97851,                 0.8866,                0.48632,                0.29973,                 1.0796,             5.2977e-05,             5.2977e-05,             5.2977e-05
                    492,                0.16756,                0.13731,                0.83905,                0.96231,                0.95288,                0.97328,                0.87611,                0.49337,                0.30485,                 1.0892,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    493,                0.17418,                0.13813,                0.85009,                0.95908,                0.95379,                0.97692,                 0.8744,                0.49902,                 0.3086,                 1.0971,             4.6376e-05,             4.6376e-05,             4.6376e-05
                    494,                 0.1628,                0.13221,                0.83104,                0.95489,                 0.9657,                0.97719,                 0.8762,                0.49639,                0.31047,                 1.0941,             4.3075e-05,             4.3075e-05,             4.3075e-05
                    495,                0.16671,                0.13326,                0.82986,                0.95552,                0.96651,                0.97731,                0.87548,                 0.4989,                 0.3172,                 1.0961,             3.9775e-05,             3.9775e-05,             3.9775e-05
                    496,                0.16792,                0.14043,                0.83214,                0.95758,                0.96583,                0.97716,                0.87362,                0.49354,                0.31823,                 1.0895,             3.6474e-05,             3.6474e-05,             3.6474e-05
                    497,                0.16282,                0.13217,                0.83942,                0.95913,                0.96297,                0.97817,                0.87851,                0.48877,                0.31613,                  1.085,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    498,                0.15755,                0.12834,                0.84137,                0.95789,                0.96118,                0.97644,                 0.8799,                0.48609,                0.31604,                 1.0815,             2.9873e-05,             2.9873e-05,             2.9873e-05
                    499,                0.15509,                0.12961,                0.83514,                0.95686,                0.96188,                0.97667,                0.88221,                0.48936,                0.31506,                 1.0838,             2.6572e-05,             2.6572e-05,             2.6572e-05
                    500,                0.16042,                0.13336,                0.84098,                0.95605,                 0.9617,                0.97709,                0.88115,                0.49295,                0.31227,                 1.0873,             2.3271e-05,             2.3271e-05,             2.3271e-05
